panelist,week_number,treatment_group,cohort_period,prop_expenditure_fruit_vegetables
3,28,0,0,10.1177601538092
3,29,0,0,12.1940163191296
3,30,0,0,0
3,31,0,0,5.44258373205742
3,32,0,0,0
3,33,0,0,10.1177601538092
3,34,0,0,10.1012983307177
3,35,0,0,15.5564263322884
3,36,0,0,1.78314121037464
3,37,0,0,25.8333333333333
3,38,0,0,0
3,39,0,0,10.2741358760429
3,40,0,0,9.67618116674504
3,41,0,0,0.752177355502771
3,42,0,0,6.03092783505155
3,43,0,0,8.08427241548261
3,44,0,0,5.57839912280702
3,45,0,0,19.9300699300699
3,46,0,0,4.89949748743719
3,47,0,0,25.2985074626866
3,48,0,0,1.30494505494506
3,49,0,0,13.9252634940913
3,50,0,0,0
3,51,0,0,10.2449888641425
3,52,0,0,0
3,53,0,0,0
4,1,1,23,0
4,2,1,23,0
4,3,1,23,5.44778102577731
4,4,1,23,13.4408602150538
4,5,1,23,7.75330396475771
4,6,1,23,16.1872257435397
4,7,1,23,8.72431174873982
4,8,1,23,14.9624765478424
4,9,1,23,5.48847420417124
4,10,1,23,19.5323571091167
4,11,1,23,3.2034632034632
4,12,1,23,14.8167817312799
4,13,1,23,6.57989877078814
4,14,1,23,15.6170212765957
4,15,1,23,18.8372093023256
4,16,1,23,9.06271072151045
4,17,1,23,0
4,18,1,23,13.2890365448505
4,19,1,23,27.0515267175573
4,20,1,23,5.56216537775134
4,21,1,23,0
4,22,1,23,12.8446389496718
4,23,1,23,2.56906563434806
4,24,1,23,0
4,25,1,23,21.6666666666667
4,26,1,23,9.6218487394958
4,27,1,23,8.27702702702703
4,28,1,23,21.8422075398368
4,29,1,23,19.4874851013111
4,30,1,23,18.7342569269521
4,31,1,23,17.8951678951679
4,32,1,23,53.1710442024343
4,33,1,23,11.4264188849824
4,34,1,23,28.6943319838057
4,35,1,23,3.14415972331395
4,36,1,23,27.0311898344243
4,37,1,23,16.0671462829736
4,38,1,23,18.7342569269521
4,39,1,23,28.6943319838057
4,40,1,23,14.5587541293063
4,41,1,23,20.8416334661355
4,42,1,23,17.6272706884952
4,43,1,23,13.4601043997017
4,44,1,23,24.5443499392467
4,45,1,23,23.9965841161401
4,46,1,23,32.1116201582674
4,47,1,23,12.8506353392472
4,49,1,23,0
4,50,1,23,17.4229303775546
4,51,1,23,0
4,52,1,23,11.671388101983
4,53,1,23,22.0872051465332
5,2,0,0,8.29742705896836
5,3,0,0,0
5,4,0,0,22.7065172270652
5,5,0,0,2.84213778189682
5,6,0,0,16.848694725626
5,7,0,0,14.3331121433311
5,8,0,0,20.9436940887564
5,9,0,0,31.8394068232155
5,10,0,0,19.1757621377493
5,11,0,0,19.8702042374499
5,12,0,0,41.091994881274
5,13,0,0,14.3331121433311
5,14,0,0,19.8702042374499
5,15,0,0,22.1777044543955
5,16,0,0,41.091994881274
5,17,0,0,31.8394068232155
5,18,0,0,25.9161773638388
5,19,0,0,5.86554941915826
5,20,0,0,26.8981688253685
5,21,0,0,9.62196512954212
5,22,0,0,22.1777044543955
5,23,0,0,21.5901948460088
5,24,0,0,27.1885336273429
5,25,0,0,5.86554941915826
5,26,0,0,0
5,27,0,0,24.5447470817121
5,28,0,0,14.5703611457036
5,29,0,0,10.9987703238147
5,30,0,0,24.5447470817121
5,31,0,0,26.8366383380548
5,32,0,0,5.35220432731414
5,33,0,0,3.96783779059605
5,34,0,0,16.460843373494
5,36,0,0,8.34654154654869
5,37,0,0,11.7811084001394
5,38,0,0,5.91097495044152
5,39,0,0,0
5,40,0,0,38.9189189189189
5,41,0,0,9.66509988249119
5,42,0,0,11.7811084001394
5,44,0,0,16.7754275427543
5,45,0,0,12.642869702831
5,46,0,0,11.1424700835403
5,47,0,0,38.9189189189189
5,48,0,0,10.8208493252445
5,49,0,0,10.8208493252445
5,50,0,0,0
5,51,0,0,0
5,52,0,0,4.18486684514584
5,53,0,0,4.18486684514584
7,52,0,0,8.77466251298027
7,53,0,0,8.6804979253112
9,36,0,0,6.11510791366907
9,37,0,0,12.8926701570681
9,38,0,0,9.91070121504904
9,39,0,0,14.3544506816359
9,40,0,0,20.2337472607743
9,41,0,0,15.114006514658
9,42,0,0,5.37897310513447
9,43,0,0,15.8818834796488
9,44,0,0,20.0980392156863
9,45,0,0,21.1280214861235
9,46,0,0,6.86781609195402
9,47,0,0,20.2337472607743
9,48,0,0,21.1280214861235
9,49,0,0,48.4725874974712
9,50,0,0,20.5652815861633
9,51,0,0,16.6315789473684
9,52,0,0,26.8431245965139
9,53,0,0,27.2423228944968
10,1,0,0,14.5016247260636
10,2,0,0,10.9955172122135
10,3,0,0,11.8526298779995
10,4,0,0,10.6271319863553
10,5,0,0,17.626176879148
10,6,0,0,10.2596532996057
10,7,0,0,7.0019207263838
10,8,0,0,7.53627082213864
10,9,0,0,3.75449340966582
10,10,0,0,10.4634322954381
10,11,0,0,2.64668605084619
10,12,0,0,10.2746365105008
10,13,0,0,8.6366553589438
10,14,0,0,6.15489957395009
10,15,0,0,10.5097214923805
10,16,0,0,9.86474301172227
10,17,0,0,7.8596947060734
10,18,0,0,10.9889246720603
10,19,0,0,11.7258883248731
10,20,0,0,8.72137243302628
10,21,0,0,10.7740791806185
10,22,0,0,10.785883558573
10,23,0,0,22.7238805970149
10,24,0,0,4.06577885391445
10,25,0,0,10.9889246720603
10,26,0,0,8.72137243302628
10,27,0,0,9.59837610555314
10,28,0,0,8.12025248742912
10,29,0,0,22.7238805970149
10,30,0,0,8.12025248742912
10,31,0,0,3.05343511450382
10,32,0,0,11.038961038961
10,33,0,0,4.50910706352732
10,34,0,0,12.6271186440678
10,35,0,0,12.8564022809746
10,36,0,0,6.67787015743853
10,37,0,0,13.8533379453476
10,38,0,0,3.0997442455243
10,39,0,0,4.36667454875069
10,40,0,0,12.5418760469012
10,41,0,0,2.70346646571213
10,42,0,0,7.46212121212121
10,43,0,0,7.99963430243189
10,44,0,0,4.07385697538101
10,45,0,0,0
10,46,0,0,3.3415082771306
10,47,0,0,4.88549618320611
10,48,0,0,3.12093628088427
10,49,0,0,1.73316483119697
10,50,0,0,2.98312750043486
10,51,0,0,7.76437044956978
10,52,0,0,6.11410118406889
10,53,0,0,7.11033274956217
11,1,0,0,0
11,2,0,0,0
11,3,0,0,0
11,4,0,0,3.39178587909552
11,5,0,0,0
11,6,0,0,0
11,7,0,0,0
11,8,0,0,0
11,9,0,0,0
11,10,0,0,0
11,11,0,0,3.39178587909552
11,12,0,0,13.2034632034632
11,13,0,0,0
11,14,0,0,0
11,15,0,0,6.43153526970954
11,17,0,0,6.97674418604651
11,18,0,0,0
11,19,0,0,0
11,20,0,0,0
11,21,0,0,0
11,22,0,0,8.13904196693514
11,23,0,0,0
11,24,0,0,0
11,25,0,0,3.20962888665998
11,27,0,0,0
11,28,0,0,5.73527669155113
11,29,0,0,0
11,30,0,0,0
11,31,0,0,0
11,32,0,0,0
11,33,0,0,5.13966480446927
11,34,0,0,0
11,35,0,0,5.13966480446927
11,36,0,0,7.24213606437454
11,37,0,0,1.62082514734774
11,38,0,0,0
11,39,0,0,0
11,41,0,0,21.0803689064559
11,42,0,0,0
11,43,0,0,5.32258064516129
11,44,0,0,1.01143359718558
11,46,0,0,0
11,47,0,0,21.0803689064559
11,48,0,0,0
11,49,0,0,0
11,50,0,0,0
11,51,0,0,0
11,52,0,0,16.390243902439
11,53,0,0,0
12,1,0,0,19.2322383498854
12,2,0,0,19.4402754480445
12,3,0,0,9.7877358490566
12,4,0,0,30.4143528406664
12,5,0,0,6.45335057099763
12,6,0,0,8.88490725126476
12,7,0,0,15.6906350383
12,8,0,0,19.1081215744893
12,9,0,0,12.4165941398317
12,10,0,0,10.7242339832869
12,11,0,0,7.3945696129405
12,12,0,0,14.4003105188252
12,13,0,0,14.4894959799429
12,14,0,0,23.4704112337011
12,15,0,0,7.01346957733395
12,16,0,0,2.59659969088099
12,17,0,0,15.7653228449689
12,18,0,0,14.902476440938
12,19,0,0,10.9746883264073
12,20,0,0,6.21734587251829
12,21,0,0,14.2278682016673
12,22,0,0,17.4685534591195
12,24,0,0,10.2413019079686
12,25,0,0,15.0452488687783
12,26,0,0,9.85880604409215
12,27,0,0,15.807392996109
12,28,0,0,7.65886287625418
12,29,0,0,11.1713013121464
12,30,0,0,17.6274932353455
12,31,0,0,8.6697247706422
12,32,0,0,18.8096987509184
12,33,0,0,12.5634634911843
12,34,0,0,15.8461404879743
12,35,0,0,13.4370380798198
12,36,0,0,5.26129943502825
12,37,0,0,10.1855628058728
12,38,0,0,13.3900993405126
12,39,0,0,17.6346250629089
12,40,0,0,16.6869819600195
12,41,0,0,15.6306380186977
12,42,0,0,5.93841642228739
12,43,0,0,19.782896110222
12,44,0,0,18.838485986709
12,45,0,0,21.7419534366014
12,46,0,0,20.2801341487473
12,47,0,0,31.2458212614219
12,48,0,0,24.0455726564062
12,49,0,0,23.8255033557047
12,50,0,0,3.59121298949379
12,51,0,0,16.8609508653272
12,52,0,0,22.5760456273764
12,53,0,0,5.15196023048243
13,2,0,0,12.255125284738
13,3,0,0,13.7309292649098
13,4,0,0,27.4525316455696
13,5,0,0,27.4525316455696
13,6,0,0,0
13,7,0,0,16.2195625257945
13,8,0,0,16.677609980302
13,9,0,0,13.7309292649098
13,10,0,0,0
13,11,0,0,16.2195625257945
13,12,0,0,16.677609980302
13,13,0,0,9.87388495847432
13,14,0,0,24.3772241992883
13,16,0,0,0
13,17,0,0,0
13,18,0,0,0
13,19,0,0,0
13,20,0,0,0
13,21,0,0,2.64341957255343
13,22,0,0,22.2772277227723
13,23,0,0,0
13,24,0,0,17.1808960270499
13,25,0,0,0
13,26,0,0,22.2772277227723
13,27,0,0,22.3249669749009
13,28,0,0,22.355676094537
13,29,0,0,22.3249669749009
13,30,0,0,15.8476382811623
13,31,0,0,15.8476382811623
13,32,0,0,9.72320794889993
13,33,0,0,0
13,34,0,0,9.72320794889993
13,35,0,0,9.97442455242967
13,36,0,0,9.80834272829763
13,37,0,0,9.97442455242967
13,38,0,0,0
13,39,0,0,0
13,40,0,0,16.97438951757
13,41,0,0,9.28604759682688
13,42,0,0,15.6555772994129
13,43,0,0,15.6841535965387
13,44,0,0,0
13,45,0,0,21.6431415128484
13,46,0,0,10.1015360583181
13,47,0,0,21.4919263133955
13,48,0,0,0
13,49,0,0,11.015948021264
13,50,0,0,9.56984050265829
13,51,0,0,10.1015360583181
13,52,0,0,9.56984050265829
13,53,0,0,2.0382315477479
14,1,0,0,0
14,2,0,0,21.7933631442692
14,3,0,0,0
14,4,0,0,18.1740976645435
14,5,0,0,10.4718066743383
14,6,0,0,18.4666666666667
14,7,0,0,20.4437400950872
14,8,0,0,14.7189349112426
14,9,0,0,100
14,10,0,0,29.0450928381963
14,11,0,0,19.0967108492882
14,12,0,0,0
14,13,0,0,0
14,14,0,0,21.1570247933884
14,15,0,0,0
14,16,0,0,17.4386920980926
14,17,0,0,15.3846153846154
14,18,0,0,0
14,19,0,0,0
14,20,0,0,0
14,21,0,0,0
14,22,0,0,31.5423514538559
14,23,0,0,100
14,24,0,0,20.5470313542362
14,25,0,0,0
14,26,0,0,29.5572167912593
14,27,0,0,39.0648567119155
14,28,0,0,8.21347464042392
14,29,0,0,23.4104046242775
14,30,0,0,18.7633262260128
14,31,0,0,12.612424179042
14,32,0,0,25.426944971537
14,33,0,0,3.76323751891074
14,34,0,0,15.0415721844293
14,35,0,0,16.9910179640719
14,36,0,0,0
14,37,0,0,13.1926121372032
14,38,0,0,10.6539627544392
14,39,0,0,8.34101382488479
14,40,0,0,24.3468383188186
14,41,0,0,30.5743243243243
14,42,0,0,10.6539627544392
14,43,0,0,25.0480637187586
14,44,0,0,50.2847843775427
14,45,0,0,7.48331744518589
14,46,0,0,7.48331744518589
14,47,0,0,24.3468383188186
14,48,0,0,9.9390243902439
14,49,0,0,11.3333333333333
14,50,0,0,41.1385606874329
14,51,0,0,37.8541289933695
14,52,0,0,10.2292165583305
15,11,0,0,15.3154625694671
15,12,0,0,20.1037431655685
15,13,0,0,10.8067201453004
15,14,0,0,5.04496265813138
15,15,0,0,3.26880934989043
15,16,0,0,5.06965681277608
15,17,0,0,18.041804180418
15,18,0,0,25.6410256410256
15,19,0,0,21.5796897038082
15,20,0,0,13.4276251007072
15,21,0,0,10.792646768136
15,22,0,0,7.8405749754982
15,23,0,0,24.2663828493234
15,24,0,0,28.9298669891173
15,25,0,0,3.53555550346349
15,26,0,0,10.8368532206969
15,27,0,0,13.0089899524061
15,28,0,0,19.0812720848057
15,29,0,0,19.0812720848057
15,30,0,0,40.2379796017484
15,31,0,0,40.2379796017484
15,32,0,0,13.0089899524061
15,41,0,0,7.84457478005865
15,42,0,0,12.7808787748676
15,43,0,0,8.66728183495914
15,44,0,0,14.587012987013
15,45,0,0,10.0678329168154
15,46,0,0,7.66271889867396
15,47,0,0,18.1394363212545
15,48,0,0,16.2571610439211
15,49,0,0,11.6576345180491
15,50,0,0,10.3126268777913
15,51,0,0,5.11579675077774
15,52,0,0,27.3060963932333
15,53,0,0,0
18,2,0,0,10.2251303094155
18,3,0,0,8.25327005440444
18,4,0,0,5.89652956298201
18,5,0,0,14.1513560804899
18,6,0,0,4.33209263854425
18,7,0,0,3.91714809074257
18,8,0,0,4.45969125214408
18,9,0,0,7.48119804723578
18,10,0,0,7.90058170280275
18,11,0,0,12.4658283214872
18,12,0,0,11.4942528735632
18,13,0,0,11.7474718835649
18,14,0,0,9.54281567489115
18,15,0,0,6.41011298802998
18,16,0,0,15.559655596556
18,17,0,0,3.53582847470378
18,18,0,0,9.00409276944066
18,19,0,0,19.4615954556681
18,20,0,0,9.60286458333333
18,21,0,0,25.0954198473282
18,22,0,0,8.49423738961233
18,23,0,0,1.23796423658872
18,24,0,0,5.34388916378031
18,25,0,0,4.11353976927748
18,26,0,0,5.34388916378031
18,27,0,0,9.60286458333333
18,28,0,0,7.59961439588689
18,29,0,0,7.26843910806175
18,30,0,0,6.23674691281028
18,31,0,0,16.6204986149585
18,32,0,0,9.63329452852154
18,33,0,0,4.11353976927748
18,34,0,0,1.20598166907863
18,35,0,0,5.66965577089962
18,36,0,0,6.63499066689292
18,37,0,0,4.13006914595403
18,38,0,0,4.09379204305209
18,39,0,0,6.22395109752709
18,40,0,0,2.09500609013398
18,41,0,0,7.02661172033247
18,42,0,0,19.2873629544143
18,43,0,0,7.95031055900621
18,44,0,0,5.17582584868321
18,45,0,0,0
18,46,0,0,4.54198889009912
18,47,0,0,0
18,48,0,0,4.84492195418609
18,49,0,0,3.97617514488088
18,50,0,0,10.4294478527607
18,51,0,0,2.96419650291424
18,52,0,0,6.09004296656081
18,53,0,0,12.8703703703704
19,18,0,0,4.60513649840206
19,19,0,0,9.31722947991126
19,20,0,0,9.44703719417338
19,21,0,0,10.2386934673367
19,22,0,0,10.0020837674516
19,23,0,0,3.99679187274429
19,24,0,0,2.87317620650954
19,25,0,0,16.5894451350435
19,26,0,0,9.68134273899295
19,27,0,0,19.7159090909091
19,28,0,0,3.43037689009253
19,29,0,0,5.24282560706402
19,30,0,0,2.87317620650954
19,31,0,0,16.5894451350435
19,32,0,0,11.9866975130133
19,33,0,0,3.36360578540195
19,34,0,0,5.10727611940299
19,35,0,0,13.0499075785582
19,36,0,0,6.27483056788969
19,37,0,0,18.5619772812383
19,38,0,0,11.2584872888047
19,39,0,0,7.80582633249561
19,40,0,0,7.09071394230823
19,41,0,0,12.5
19,42,0,0,7.2790294627383
19,43,0,0,15.3468385512584
19,44,0,0,3.04850912327548
19,45,0,0,11.2584872888047
19,46,0,0,2.9011786038078
19,47,0,0,3.26986211424819
19,48,0,0,2.62285197467591
19,49,0,0,1.10662479437715
19,50,0,0,9.02694610778443
19,51,0,0,3.26368502849249
19,52,0,0,0
19,53,0,0,9.90783410138249
20,1,0,0,13.2075471698113
20,2,0,0,3.75466417910448
20,3,0,0,13.0513051305131
20,4,0,0,18.1436567164179
20,5,0,0,10.4392386530015
20,6,0,0,3.2862942199884
20,7,0,0,12.6537785588752
20,8,0,0,3.63321799307959
20,9,0,0,12.121567707111
20,10,0,0,5.64324324324324
20,11,0,0,8.26948480845443
20,12,0,0,21.9005663939585
20,13,0,0,15.6434219985622
20,14,0,0,17.1363414236846
20,15,0,0,10.0226850897092
20,16,0,0,3.1413612565445
20,17,0,0,4.78621569878749
20,18,0,0,16.4285714285714
20,19,0,0,5.12679162072767
20,20,0,0,21.9455703532137
20,21,0,0,11.3826696291232
20,22,0,0,9.80875108664155
20,23,0,0,5.12679162072767
20,24,0,0,21.9455703532137
20,25,0,0,4.78621569878749
20,26,0,0,16.4285714285714
20,27,0,0,13.9324487334138
20,28,0,0,9.36776491540516
20,29,0,0,15.8977635782748
20,30,0,0,22.7512195121951
20,31,0,0,13.0661264650557
20,32,0,0,10.868555503948
20,33,0,0,8.35964766494931
20,34,0,0,1.24203821656051
20,35,0,0,10.868555503948
20,36,0,0,13.0661264650557
20,37,0,0,10.7926092212053
20,38,0,0,17.594961621728
20,39,0,0,7.92530175358688
20,40,0,0,3.77299166797673
20,41,0,0,20.4492415402567
20,42,0,0,5.83518170960587
20,43,0,0,5.28131634819533
20,44,0,0,14.2148760330579
20,45,0,0,14.4151345590195
20,46,0,0,13.3595620937393
20,47,0,0,1.51544971462311
20,48,0,0,11.7439652834283
20,49,0,0,14.3375680580762
20,50,0,0,15.6683966895778
20,51,0,0,15.2423051735429
20,52,0,0,9.58649115809068
20,53,0,0,16.8763351530976
21,1,0,0,15.2720369877942
21,2,0,0,6.41161884520014
21,3,0,0,8.43567024198145
21,4,0,0,6.2818038252325
21,5,0,0,7.65969960086411
21,6,0,0,4.72997332179681
21,7,0,0,5.78120809369133
21,8,0,0,9.57542002224508
21,9,0,0,9.79476456425302
21,10,0,0,12.1196083620005
21,11,0,0,7.46301611834842
21,12,0,0,7.60832187070151
21,13,0,0,6.31145170618855
21,14,0,0,10.9551786951279
21,15,0,0,13.6731287713442
21,16,0,0,8.21420716956235
21,17,0,0,6.71432013492892
21,18,0,0,13.2186155651154
21,19,0,0,8.4853228962818
21,20,0,0,7.63339226604242
21,21,0,0,14.2133509355987
21,22,0,0,5.97471723220226
21,23,0,0,16.4114914846035
21,24,0,0,0
21,25,0,0,3.40538939887474
21,26,0,0,11.7603155986779
21,27,0,0,2.7082817273553
21,28,0,0,2.34013798989971
21,29,0,0,17.106123338418
21,30,0,0,2.16138323738898
21,31,0,0,5.29538904899135
21,32,0,0,3.33222245454376
21,33,0,0,10.9045848822801
21,34,0,0,1.52218782249742
21,35,0,0,9.89403500416716
21,36,0,0,6.34392871392472
21,37,0,0,9.08989640191601
21,38,0,0,8.28055360075065
21,39,0,0,12.0953146993766
21,40,0,0,16.2092882991556
21,41,0,0,10.651750817834
21,42,0,0,10.1610398103491
21,43,0,0,15.926378063668
21,44,0,0,12.5324002073613
21,45,0,0,12.8118439329652
21,46,0,0,7.75710334422932
21,47,0,0,5.17223755494225
21,48,0,0,14.8529928546328
21,49,0,0,8.88261395724082
21,50,0,0,6.57626305052202
21,51,0,0,6.95479962721342
21,52,0,0,6.42201834862385
22,2,0,0,9.1844232182219
22,4,0,0,6.17232808616404
22,13,0,0,23.3513513513514
22,14,0,0,18.9852310624107
22,15,0,0,16.3427109974425
22,16,0,0,34.0229242381884
22,17,0,0,7.09761956759118
22,18,0,0,0
22,19,0,0,20.7142857142857
22,20,0,0,16.8098818474758
22,21,0,0,30.7836598582743
22,22,0,0,18.9852310624107
22,23,0,0,17.242288426048
22,24,0,0,26.3013160479277
22,25,0,0,30.3086997193639
22,26,0,0,32.475884244373
22,27,0,0,21.0776888119455
22,28,0,0,22.9051819184124
22,29,0,0,24.8499666592576
22,30,0,0,26.9778616783937
22,31,0,0,17.6220806794055
22,32,0,0,10.3949600193845
22,33,0,0,27.4817518248175
22,34,0,0,25.1408450704225
22,35,0,0,18.1979495268139
22,36,0,0,30.3926568077512
22,37,0,0,26.9778616783937
22,38,0,0,30.3926568077512
22,39,0,0,21.0855018587361
22,40,0,0,22.8677053076314
22,41,0,0,21.0855018587361
22,42,0,0,18.1979495268139
22,43,0,0,22.8677053076314
23,1,0,0,20.9166092350103
23,2,0,0,41.7860151642797
23,3,0,0,20.5736348593491
23,4,0,0,54.8135080645161
23,5,0,0,38.2839939789262
23,6,0,0,16.4543524416136
23,7,0,0,29.1067103576008
23,8,0,0,0
23,9,0,0,27.5315807442813
23,10,0,0,18.3359013867488
23,11,0,0,15.2983656404409
23,12,0,0,49.5181036728315
23,13,0,0,23.233964755472
23,14,0,0,35.8864121802947
23,15,0,0,28.643216080402
23,16,0,0,26.2682069311904
23,17,0,0,83.1389055923031
23,18,0,0,76.8521031207598
23,19,0,0,28.6852589641434
23,20,0,0,43.112582781457
23,21,0,0,29.2149292149292
23,22,0,0,12.502094855036
23,23,0,0,76.8521031207598
23,24,0,0,43.112582781457
23,25,0,0,12.502094855036
23,26,0,0,40.1503469545104
23,27,0,0,45.6332393853987
23,28,0,0,29.3065103113627
23,29,0,0,37.402927125371
23,30,0,0,22.0980569817779
23,31,0,0,33.7917485265226
23,32,0,0,17.949298325034
23,33,0,0,36.23046875
23,34,0,0,37.6223604014037
23,35,0,0,38.9173935351462
23,36,0,0,33.6513443191674
23,37,0,0,77.6523702031603
23,38,0,0,18.9639924194567
23,39,0,0,25.101965146459
23,40,0,0,40.0634615336032
23,41,0,0,43.1125372450149
23,42,0,0,29.7139921219387
23,43,0,0,43.0278884462151
23,44,0,0,45.1846353683429
23,45,0,0,37.9933847850055
23,46,0,0,32.3400874056416
23,47,0,0,34.8525923415791
23,48,0,0,25.7081774452165
23,49,0,0,11.8505276512312
23,50,0,0,51.7184035476718
23,51,0,0,25.9713701431493
23,52,0,0,29.7508052212239
23,53,0,0,48.74715261959
24,1,0,0,0
24,2,0,0,4.27066001109262
24,3,0,0,7.44195276840643
24,4,0,0,7.50415578247447
24,5,0,0,0
24,6,0,0,10.2178372570089
24,7,0,0,0
24,8,0,0,4.43517230721681
24,9,0,0,4.27066001109262
24,10,0,0,9.17917034421889
24,11,0,0,7.44195276840643
24,12,0,0,6.53079535986669
24,13,0,0,6.94253775250049
24,14,0,0,5.23345305284761
24,15,0,0,0
24,16,0,0,14.3895348837209
24,17,0,0,0
24,18,0,0,7.58680555555556
24,19,0,0,10.653706880122
24,20,0,0,6.08218063466233
24,21,0,0,10.6963788300836
24,22,0,0,0
24,23,0,0,4.76378730974501
24,24,0,0,14.181170886076
24,25,0,0,17.6500769625449
24,26,0,0,1.83270061526378
24,27,0,0,33.8793447862565
24,28,0,0,6.77278870701307
24,29,0,0,7.83874580067189
24,30,0,0,9.87654320987654
24,31,0,0,12.0503431201311
24,32,0,0,7.10366734045625
24,33,0,0,0
24,34,0,0,9.87654320987654
24,35,0,0,3.81990105830046
24,36,0,0,2.86357786357786
24,37,0,0,7.444120505345
24,38,0,0,7.8886844526219
24,39,0,0,2.56336405529954
24,40,0,0,4.11877394636015
24,41,0,0,6.5113884956891
24,42,0,0,10.8346972176759
24,43,0,0,7.444120505345
24,44,0,0,7.8886844526219
24,45,0,0,8.40376335512677
24,47,0,0,5.58940141185572
24,48,0,0,4.11877394636015
24,49,0,0,7.64537654909438
24,50,0,0,8.83330923810901
24,51,0,0,5.51287844554903
25,1,0,0,18.5497470489039
25,2,0,0,41.0970464135021
25,4,0,0,0
25,5,0,0,0
25,6,0,0,9.18101199791341
25,7,0,0,17.7558039552881
25,8,0,0,25.4322364751813
25,9,0,0,5.03355704697987
25,10,0,0,0
25,12,0,0,0
25,13,0,0,32.262996941896
25,14,0,0,5.46961325966851
25,15,0,0,16.5755919854281
25,16,0,0,0
25,17,0,0,0
25,20,0,0,11.8306801736614
25,21,0,0,32.262996941896
25,22,0,0,24.8756218905473
25,23,0,0,16.5755919854281
25,24,0,0,28.13383600377
25,25,0,0,11.1831943157244
25,26,0,0,28.13383600377
25,27,0,0,69.5137976346912
25,28,0,0,23.5074626865672
25,29,0,0,0
25,30,0,0,11.1831943157244
25,31,0,0,6.28815628815629
25,32,0,0,0
25,33,0,0,0
25,34,0,0,0
25,35,0,0,0
25,36,0,0,11.2528132033008
25,37,0,0,27.2274488101826
25,38,0,0,0
25,39,0,0,12.655601659751
25,40,0,0,16.7267483777938
25,41,0,0,12.8943217665615
25,42,0,0,0
25,43,0,0,16.7267483777938
25,44,0,0,0
25,45,0,0,0
25,46,0,0,25.5138199858257
25,47,0,0,24.5053272450533
25,48,0,0,25.5138199858257
25,49,0,0,18.8177684505072
25,50,0,0,15.505090054816
25,51,0,0,0
25,52,0,0,0
26,1,0,0,9.84264116013576
26,2,0,0,16.5132924335378
26,3,0,0,49.9780509218613
26,4,0,0,25.4761371274927
26,5,0,0,17.4360482211114
26,6,0,0,13.4194053208138
26,7,0,0,20.4814067454598
26,8,0,0,13.4194053208138
26,9,0,0,22.695616550594
26,10,0,0,20.9740490579453
26,11,0,0,22.695616550594
26,12,0,0,10.8613558712462
26,13,0,0,10.5731090138148
26,14,0,0,19.4858774992066
26,15,0,0,10.8613558712462
26,16,0,0,16.8575002405465
26,17,0,0,20.6343419613562
26,18,0,0,25.2404471016376
26,19,0,0,21.0688591983556
26,20,0,0,24.9712313003452
26,21,0,0,19.4858774992066
26,22,0,0,27.9107326383791
26,23,0,0,19.5200573065903
