panelist,week_number,treatment_group,cohort_period,prop_expenditure_vegetables
4,17,0,0,3.31111111111111
4,18,0,0,8.91382595807749
4,19,0,0,5.69784172661871
4,20,0,0,0
4,21,0,0,1.79405601447171
4,22,0,0,17.4622788761707
4,23,0,0,3.79120879120879
4,24,0,0,2.18261655689009
4,25,0,0,6.38709677419355
4,26,0,0,3.1055900621118
4,27,0,0,0
4,28,0,0,10.391363022942
4,29,0,0,7.89548423743255
4,30,0,0,8.48708487084871
4,31,0,0,8.60052810260279
4,32,0,0,4.60271317829457
4,33,0,0,0
4,34,0,0,7.35333874020005
4,35,0,0,40.546218487395
4,36,0,0,14.4694533762058
4,37,0,0,0
4,38,0,0,9.7213426219126
4,39,0,0,6.54425612052731
4,40,0,0,5.87583148558758
4,41,0,0,11.5772703133298
4,42,0,0,9.87654320987654
4,43,0,0,8.54219948849105
4,44,0,0,6.70910871694417
4,45,0,0,13.7944822071172
4,46,0,0,17.349857006673
4,47,0,0,4.71932439145554
4,48,0,0,7.06516074191158
4,49,0,0,3.90932982917214
4,50,0,0,9.05432595573441
4,51,0,0,0
4,52,0,0,8.33567218635981
4,53,0,0,4.42661913250149
5,1,0,0,3.26211058554885
5,2,0,0,10.1868966933662
5,3,0,0,18.3098591549296
5,4,0,0,9.74145120934112
5,5,0,0,2.87780187997108
5,6,0,0,9.74145120934112
5,7,0,0,6.40683988452143
5,8,0,0,6.40683988452143
5,9,0,0,7.10358796296296
5,10,0,0,0
5,11,0,0,5.51342923960031
5,12,0,0,6.05141021063906
5,13,0,0,7.10358796296296
5,14,0,0,7.68875192604006
5,15,0,0,9.31658441752654
5,16,0,0,6.03689211850196
5,17,0,0,0
5,18,0,0,0
5,19,0,0,1.27444693812119
5,20,0,0,23.758865248227
5,21,0,0,1.79054489243849
5,22,0,0,2.96432318992655
5,23,0,0,0
5,24,0,0,5.0127254619896
5,25,0,0,3.31111111111111
5,26,0,0,6.15955948264823
5,27,0,0,4.98489425981873
5,28,0,0,6.15955948264823
5,29,0,0,8.23008849557522
5,30,0,0,0
5,31,0,0,10.3622068409381
5,32,0,0,20.2663880908854
5,33,0,0,4.98489425981873
5,34,0,0,8.23008849557522
5,35,0,0,2.35891647855531
5,36,0,0,18.2894298099366
5,37,0,0,18.2894298099366
5,38,0,0,17.9024989758296
5,39,0,0,3.6771368166717
5,40,0,0,0
5,41,0,0,23.3242400623539
5,42,0,0,0
5,43,0,0,0
5,44,0,0,0
5,45,0,0,14.6830825353397
5,46,0,0,1.56675749318801
5,47,0,0,14.6830825353397
5,48,0,0,11.1609700210044
5,49,0,0,0
5,50,0,0,3.78340853870184
5,51,0,0,4.41281138790036
5,52,0,0,1.56675749318801
7,1,0,0,25.1960784313726
7,2,0,0,19.4854094759962
7,3,0,0,22.4648985959438
7,4,0,0,18.859649122807
7,5,0,0,21.7096336499322
7,6,0,0,0
7,7,0,0,30.2298850574713
7,9,0,0,33.1441836471499
7,10,0,0,30.2298850574713
7,11,0,0,28.5714285714286
7,13,0,0,21.4251090644692
7,14,0,0,10.6261859582543
7,16,0,0,42.2030524220305
7,17,0,0,15.08078994614
7,18,0,0,8.01080108010801
7,19,0,0,22.4566691785983
7,21,0,0,13.1732840874115
7,22,0,0,27.555346208196
7,23,0,0,21.9430485762144
7,24,0,0,22.3463687150838
7,25,0,0,27.6315789473684
7,26,0,0,38.9432485322896
7,28,0,0,20.4111600587372
7,29,0,0,29.6678635547576
7,30,0,0,12.7283105022831
7,31,0,0,20.1910828025478
7,32,0,0,33.2375478927203
7,33,0,0,8.89152341434499
7,34,0,0,41.921664626683
7,35,0,0,11.2554112554113
7,37,0,0,29.6678635547576
7,38,0,0,16.4588528678304
7,39,0,0,28.0628272251309
7,40,0,0,11.2554112554113
7,41,0,0,16.4588528678304
7,42,0,0,28.0628272251309
8,47,0,0,17.7116782153118
8,48,0,0,8.56700232378002
8,49,0,0,10.4396915003578
8,50,0,0,10.8909123370827
8,51,0,0,8.37100419761059
8,52,0,0,4.96719775070291
9,41,0,0,7.92359391581182
9,42,0,0,3.85594761731539
9,43,0,0,2.87290088903523
9,44,0,0,8.3741429970617
9,45,0,0,12.7736161105166
9,46,0,0,17.5316179677279
9,47,0,0,8.02016498625115
9,48,0,0,7.89793438639125
9,49,0,0,4.40883663601024
9,50,0,0,7.90552730851238
9,51,0,0,13.6467598475222
9,52,0,0,5.60800819019452
9,53,0,0,22.480902146235
10,1,0,0,5.24237771441106
10,2,0,0,0
10,3,0,0,0
10,4,0,0,5.22248867572609
10,5,0,0,0
10,6,0,0,0
10,7,0,0,1.86011904761905
10,8,0,0,4.22270290604721
10,9,0,0,5.22248867572609
10,10,0,0,10.4125303331127
10,11,0,0,10.4125303331127
10,12,0,0,1.5741771346796
10,13,0,0,13.3908191732184
10,14,0,0,0
10,15,0,0,10.2052005012531
10,16,0,0,4.22270290604721
10,17,0,0,1.5741771346796
10,18,0,0,1.31701381432968
10,19,0,0,10.2052005012531
10,20,0,0,0
10,21,0,0,1.31701381432968
11,1,0,0,12.678936605317
11,2,0,0,17.8294573643411
11,3,0,0,4.05405405405405
11,4,0,0,16.7609925990422
11,5,0,0,20.0268817204301
11,6,0,0,20.8620689655172
11,7,0,0,0
11,8,0,0,9.34093450016056
11,9,0,0,3.0970406056435
11,10,0,0,12.0273531777957
11,11,0,0,33.0960086299892
11,12,0,0,14.7315855181024
11,13,0,0,14.7406513872135
11,14,0,0,0
11,15,0,0,9.55414012738854
11,16,0,0,9.21454343602553
11,17,0,0,0
11,18,0,0,19.2131747483989
11,19,0,0,11.8706235411804
11,20,0,0,13.1939437635184
11,21,0,0,3.23632714500753
11,22,0,0,3.68442130556668
11,23,0,0,0
11,24,0,0,3.23632714500753
11,25,0,0,13.1939437635184
11,26,0,0,6.95887934929959
11,27,0,0,24.0628166160081
11,28,0,0,4.19766206163656
11,29,0,0,0
11,30,0,0,43.9024390243902
11,31,0,0,13.5166627825682
11,32,0,0,11.4838709677419
11,33,0,0,20.8428010741582
11,34,0,0,5.83382439599293
11,35,0,0,30.1685783590731
11,36,0,0,0
11,37,0,0,19.7278911564626
11,38,0,0,12.998266897747
11,39,0,0,9.31174089068826
11,40,0,0,13.4585289514867
11,41,0,0,0
11,42,0,0,0
11,43,0,0,15.2340165188131
11,44,0,0,3.78704720087816
11,45,0,0,15
11,46,0,0,13.2977370963641
11,47,0,0,14.050822122571
11,48,0,0,7.9062375844259
11,49,0,0,8.66279069767442
11,50,0,0,14.5704162976085
11,51,0,0,0
11,52,0,0,26.658989491867
11,53,0,0,28.6158631415241
12,1,0,0,0
12,2,0,0,0
12,3,0,0,0
12,4,0,0,17.8571428571429
12,5,0,0,0
12,7,0,0,0
12,8,0,0,0
12,9,0,0,0
12,10,0,0,0
12,11,0,0,0
12,12,0,0,0
12,13,0,0,0
12,14,0,0,0
12,15,0,0,0
12,16,0,0,0
12,17,0,0,0
12,18,0,0,0
12,20,0,0,0
12,21,0,0,0
12,22,0,0,15.0568181818182
12,24,0,0,0
12,25,0,0,0
12,26,0,0,0
12,27,0,0,0
12,28,0,0,0
12,29,0,0,0
12,30,0,0,0
12,31,0,0,0
12,32,0,0,0
12,33,0,0,0
12,35,0,0,0
12,37,0,0,0
12,38,0,0,0
12,39,0,0,0
12,41,0,0,0
12,42,0,0,0
12,43,0,0,0
12,44,0,0,0
12,46,0,0,0
12,47,0,0,0
12,48,0,0,0
12,49,0,0,0
12,50,0,0,0
12,51,0,0,0
12,52,0,0,0
12,53,0,0,0
13,1,0,0,8.86206896551724
13,2,0,0,16.4760914760915
13,3,0,0,2.92666885892798
13,4,0,0,4.61236506378803
13,5,0,0,19.6567444355055
13,6,0,0,13.2783684096333
13,7,0,0,19.2544419927999
13,8,0,0,5.41219456496917
13,9,0,0,8.87311446317658
13,10,0,0,11.2797167425392
13,11,0,0,9.13664174031271
13,12,0,0,33.8629283489097
13,13,0,0,19.9505729049652
13,14,0,0,8.96872576893254
13,15,0,0,8.96872576893254
13,16,0,0,7.22257053291536
13,17,0,0,8.87311446317658
13,18,0,0,14.4836116264688
13,19,0,0,7.22257053291536
13,20,0,0,3.85945749135263
13,21,0,0,14.4836116264688
13,22,0,0,5.35055350553506
13,23,0,0,3.35865653738505
13,24,0,0,3.35865653738505
13,25,0,0,0
13,26,0,0,14.0969162995595
13,27,0,0,11.7243012790147
13,28,0,0,1.65766436952878
13,29,0,0,8.54077253218884
13,30,0,0,11.7243012790147
13,31,0,0,0
13,32,0,0,11.4631873252563
13,33,0,0,11.4631873252563
13,34,0,0,0
13,35,0,0,5.37112010796221
13,36,0,0,0
13,37,0,0,10.8477412158394
13,38,0,0,0
13,39,0,0,0
13,42,0,0,8.87803234501348
13,43,0,0,3.04065596173557
13,44,0,0,1.57082002129925
13,45,0,0,0
13,46,0,0,1.79399314654304
13,47,0,0,1.79399314654304
13,48,0,0,11.2889147512365
13,49,0,0,11.2889147512365
13,50,0,0,5.07659744193677
13,51,0,0,0
13,52,0,0,4.63948584053023
14,20,0,0,0.855698171917542
14,21,0,0,3.22492484285324
14,22,0,0,0
14,23,0,0,4.98188405797102
14,24,0,0,3.59108544617883
14,25,0,0,0
14,26,0,0,3.13699784624028
14,27,0,0,9.51989477145676
14,28,0,0,5.88704107114394
14,29,0,0,3.22492484285324
14,30,0,0,4.54381536242337
14,31,0,0,0
14,32,0,0,0
14,33,0,0,6.74418604651163
14,34,0,0,0
14,35,0,0,0
14,36,0,0,5.88704107114394
14,37,0,0,1.67176163888812
14,38,0,0,1.67176163888812
14,39,0,0,2.20523375477801
14,40,0,0,14.594127806563
14,41,0,0,2.77071270090373
14,42,0,0,14.1153722204318
14,43,0,0,3.18085428657982
14,44,0,0,8.1799591002045
14,45,0,0,9.93498577813897
14,46,0,0,4.75197378221362
14,47,0,0,8.1799591002045
14,48,0,0,4.75197378221362
14,49,0,0,13.3517495395948
14,50,0,0,9.93498577813897
14,51,0,0,4.98815514288852
14,52,0,0,4.98815514288852
15,1,1,49,7.83150400474637
15,2,1,49,7.64525993883792
15,3,1,49,2.89476416157615
15,4,1,49,3.25075370297549
15,5,1,49,11.9310557337341
15,6,1,49,7.36059479553904
15,7,1,49,7.19320066334992
15,8,1,49,19.3517935808685
15,9,1,49,21.501272264631
15,10,1,49,11.9884726224784
15,11,1,49,4.08943807002059
15,12,1,49,3.01987767584098
15,13,1,49,18.5906040268456
15,14,1,49,4.56613839635964
15,15,1,49,1.8200620475698
15,16,1,49,0
15,17,1,49,5.71837026447463
15,18,1,49,16.9502476846866
15,19,1,49,4.73214285714286
15,20,1,49,11.4277808522413
15,21,1,49,11.6251482799526
15,22,1,49,8.15579227696405
15,23,1,49,10.8699294911678
15,24,1,49,13.9881985421729
15,25,1,49,4.66880617059504
15,26,1,49,40.4185022026432
15,27,1,49,9.75872137697864
15,28,1,49,0
15,29,1,49,14.7152163019876
15,30,1,49,3.1483542693592
15,31,1,49,0
15,32,1,49,18.2114073155611
15,33,1,49,21.2314225053079
15,34,1,49,21.2314225053079
15,35,1,49,12.778730703259
15,36,1,49,2.55579333537145
15,37,1,49,14.1795665634675
15,38,1,49,15.3250773993808
15,39,1,49,0
15,40,1,49,11.4010695187166
15,41,1,49,7.38095238095238
15,42,1,49,29.2673716012085
15,43,1,49,30.7339449541284
15,44,1,49,14.0900711087701
15,45,1,49,12.5832822107771
15,46,1,49,31.0853530031612
15,47,1,49,4.52284034373587
15,48,1,49,34.4838673375882
15,49,1,49,6.92087077357339
15,50,1,49,0
15,51,1,49,9.8999944130957
15,52,1,49,11.8197439218419
16,2,0,0,0
16,3,0,0,3.4767492394611
16,4,0,0,0
16,5,0,0,4.22901756668835
16,8,0,0,12.029702970297
16,9,0,0,12.029702970297
16,10,0,0,9.04591227171872
16,11,0,0,3.4767492394611
16,12,0,0,9.04591227171872
16,13,0,0,2.67379679144385
16,14,0,0,8.97810218978102
16,15,0,0,5.1952580195258
16,16,0,0,0
16,17,0,0,9.18266863613983
16,18,0,0,2.53536162263144
16,19,0,0,4.69332008939657
16,20,0,0,0
16,21,0,0,4.69332008939657
16,22,0,0,2.53536162263144
16,23,0,0,5.1952580195258
17,1,0,0,0.929438543247344
17,2,0,0,0
17,3,0,0,0
17,4,0,0,0
17,5,0,0,0
17,6,0,0,3.78987766850564
17,7,0,0,0
17,8,0,0,0
17,9,0,0,5.09904622157007
17,10,0,0,10.5280419809774
17,11,0,0,0
17,12,0,0,3.95785876993166
17,13,0,0,23.7731038878266
17,14,0,0,5.30709600477042
17,15,0,0,0
17,16,0,0,0
17,17,0,0,9.8961514966402
17,18,0,0,3.44742063492064
17,19,0,0,6.9415081042988
17,20,0,0,2.66546870320455
17,21,0,0,0
17,22,0,0,8.40819259791592
17,23,0,0,0
17,24,0,0,0
17,25,0,0,0
17,26,0,0,6.82068206820682
17,27,0,0,7.32954545454545
17,28,0,0,8.96551724137931
17,29,0,0,6.43203883495146
17,30,0,0,0
17,31,0,0,0
17,32,0,0,5.21410579345088
17,33,0,0,6.68473351400181
17,34,0,0,0
17,35,0,0,5.95373530527114
17,36,0,0,0
17,37,0,0,7.61777480788507
17,38,0,0,0
17,39,0,0,6.69824086603518
17,40,0,0,9.41096817874069
17,41,0,0,16.9558359621451
17,42,0,0,5.30561588582066
17,43,0,0,2.70713699753897
17,44,0,0,6.15224191866528
17,45,0,0,4.74358974358974
17,46,0,0,2.37276478679505
17,47,0,0,10.7473544973545
17,48,0,0,7.60380190095048
17,49,0,0,4.74815527751043
17,50,0,0,6.46812470916705
17,51,0,0,1.81347150259067
17,52,0,0,3.51145038167939
17,53,0,0,5.45126353790614
18,1,0,0,8.06772908366534
18,2,0,0,3.72047880944678
18,3,0,0,0
18,4,0,0,0
18,5,0,0,10.9363008442057
18,6,0,0,3.50722074860006
18,7,0,0,0
18,8,0,0,4.59241812209073
18,9,0,0,4.15688903788133
18,10,0,0,10.7334769242193
18,11,0,0,3.8550663576996
18,12,0,0,10.7334769242193
18,13,0,0,13.2020228906042
18,14,0,0,0
18,15,0,0,2.84620904089931
18,16,0,0,5.40927265245616
18,17,0,0,13.4125990821861
18,18,0,0,0
18,19,0,0,12.9918032786885
18,20,0,0,0
18,21,0,0,9.7131820644038
18,22,0,0,4.12192587461032
18,23,0,0,0
18,24,0,0,2.9585798816568
18,25,0,0,7.93368857312019
18,26,0,0,3.26086956521739
18,27,0,0,17.9881243450926
18,28,0,0,12.6135950563432
18,29,0,0,10.0757506616775
18,30,0,0,10.7313911195938
18,31,0,0,5.40322580645161
18,32,0,0,2.6387008722126
18,33,0,0,4.8270683604824
18,34,0,0,4.37654830718415
18,35,0,0,4.25602111514352
18,36,0,0,20.0256739409499
18,37,0,0,6.62864385297845
18,38,0,0,0
18,39,0,0,7.50375187593797
18,40,0,0,8.52404462507842
18,41,0,0,6.62864385297845
18,42,0,0,6.44011709303806
18,43,0,0,0
18,44,0,0,6.09712013495602
18,45,0,0,0
18,46,0,0,12.5304292120436
18,47,0,0,9.4515887148793
18,48,0,0,24.1267835427206
18,49,0,0,11.1279333838002
18,50,0,0,0
18,51,0,0,13.0157247392184
18,52,0,0,6.09712013495602
18,53,0,0,13.0023640661939
19,2,0,0,5.9775978706887
19,3,0,0,4.50283597638616
19,4,0,0,0
19,5,0,0,6.60542432195976
19,6,0,0,0.76509511993383
19,7,0,0,3.91714809074257
19,8,0,0,1.24356775300172
19,9,0,0,1.82082068874522
19,10,0,0,7.90058170280275
19,11,0,0,7.47676325861126
19,12,0,0,1.00392841553907
19,13,0,0,5.50987619317645
19,14,0,0,7.38388969521045
19,15,0,0,2.38281686989596
19,16,0,0,13.0176301763018
19,17,0,0,2.23810419409441
19,18,0,0,5.29786266484766
19,19,0,0,14.546801679427
19,20,0,0,5.31684027777778
19,21,0,0,4.24618320610687
19,22,0,0,2.88878910342763
19,23,0,0,0.375140677754158
19,24,0,0,0.781791192478971
19,25,0,0,1.41165755919854
19,26,0,0,0.781791192478971
19,27,0,0,5.31684027777778
19,28,0,0,3.43830334190231
19,29,0,0,5.66037735849057
19,30,0,0,2.36996382686791
19,31,0,0,8.2409972299169
19,32,0,0,4.64202561117579
19,33,0,0,1.41165755919854
19,34,0,0,0.602990834539315
19,35,0,0,3.03731559155337
19,36,0,0,1.67995927371458
19,37,0,0,1.71930480284059
19,38,0,0,1.32615798577744
19,39,0,0,4.14003889969436
19,40,0,0,0
19,41,0,0,2.29796745128169
19,42,0,0,10.5741488747836
19,43,0,0,6.2111801242236
19,44,0,0,3.66874714568427
19,45,0,0,0
19,46,0,0,3.4636749809389
19,47,0,0,0
19,48,0,0,4.84492195418609
19,49,0,0,2.86542176432711
19,50,0,0,3.98773006134969
19,51,0,0,0
19,52,0,0,4.80104614235008
19,53,0,0,6.43518518518519
20,1,0,0,2.3956931359354
20,3,0,0,6.36833827146806
20,4,0,0,1.31629149179702
20,5,0,0,6.21856985158837
20,7,0,0,5.90438815554763
20,8,0,0,15.3540175019889
20,9,0,0,1.00859167288377
20,12,0,0,3.14250913520097
20,13,0,0,0
20,14,0,0,6.23768877216021
20,15,0,0,0
20,16,0,0,2.81288804653291
20,18,0,0,3.15178477368458
20,19,0,0,0
20,20,0,0,2.34197686735769
20,21,0,0,0
20,22,0,0,3.42014433636649
20,23,0,0,0
20,25,0,0,0
20,29,0,0,6.25620406903513
20,31,0,0,2.07266229898749
20,33,0,0,4.64145693689136
20,34,0,0,1.88109661224708
20,35,0,0,1.58927688221848
20,36,0,0,0
20,37,0,0,3.3122246301308
20,39,0,0,5.87739371311574
20,40,0,0,10.6155778894472
20,42,0,0,1.50204824761038
20,44,0,0,8.67663656884876
20,47,0,0,1.77870023462982
20,49,0,0,7.36327528261534
20,51,0,0,4.10872260219098
20,53,0,0,0
21,1,0,0,0
21,2,0,0,0
21,3,0,0,15.625
21,4,0,0,3.7712895377129
21,5,0,0,2.20079129574679
21,6,0,0,0
21,7,0,0,0
21,8,0,0,3.74995197295117
21,9,0,0,0
21,10,0,0,0
21,11,0,0,0
21,12,0,0,0
21,13,0,0,1.67060411744853
21,14,0,0,0
21,15,0,0,8.02088277171334
21,16,0,0,10.5693828844187
21,17,0,0,18.8151398793198
21,18,0,0,20.6759020447233
21,19,0,0,9.63484381874175
21,20,0,0,28.0193236714976
21,21,0,0,0
21,22,0,0,0
21,23,0,0,9.75201135234142
21,24,0,0,27.5345622119816
21,25,0,0,12.9732336628888
21,26,0,0,2.74000894977798
21,27,0,0,27.5345622119816
21,28,0,0,18.0995475113122
21,29,0,0,0
21,30,0,0,10.4549854791868
21,31,0,0,2.74000894977798
21,32,0,0,0
21,33,0,0,12.9732336628888
21,34,0,0,4.4749615248017
21,35,0,0,0
21,36,0,0,0
21,37,0,0,0
21,38,0,0,1.87025131502046
21,39,0,0,7.69568397951719
21,40,0,0,0
21,41,0,0,9.89718675855836
21,42,0,0,0
21,43,0,0,16.1090806859713
21,44,0,0,0
21,45,0,0,7.56880733944954
21,46,0,0,16.1642078255292
21,47,0,0,5.84843492586491
21,48,0,0,1.31474103585657
21,49,0,0,9.17001338688086
21,50,0,0,5.95280028178936
21,51,0,0,3.68128474366893
21,52,0,0,9.17001338688086
21,53,0,0,0
22,1,1,34,66.6233766233766
22,2,1,34,2.78733654507915
22,3,1,34,0
22,4,1,34,20.8424209378408
22,6,1,34,0
22,7,1,34,1.70513262142611
22,9,1,34,0
22,10,1,34,8.38537020517395
22,11,1,34,0
22,12,1,34,0
22,13,1,34,24.6268656716418
22,14,1,34,3.1086387434555
22,15,1,34,4.19225068812196
22,16,1,34,4.15308220895822
22,17,1,34,0
22,18,1,34,12.3820559510015
22,19,1,34,3.46556233653008
22,20,1,34,8.35150457915395
22,21,1,34,7.9088471849866
22,22,1,34,5.51520653654108
22,23,1,34,4.82106434266642
22,24,1,34,11.9546247818499
22,25,1,34,10.2248190016512
22,26,1,34,8.93921334922527
22,27,1,34,18.4931907183354
22,28,1,34,8.41013824884793
22,29,1,34,8.20388349514563
22,30,1,34,10.2913085004776
22,31,1,34,7.11653615845233
22,32,1,34,27.9102059708401
22,33,1,34,10.3099730458221
22,34,1,34,12.7045235803657
22,35,1,34,4.79606476737036
22,36,1,34,15.9128170508246
22,37,1,34,10.8244422890398
22,38,1,34,16.2921348314607
22,39,1,34,0
22,40,1,34,1.94591029023747
22,41,1,34,0
22,42,1,34,28.2968261063925
22,43,1,34,11.6184448462929
22,44,1,34,0
22,45,1,34,8.42708554447039
22,46,1,34,0
22,47,1,34,0
22,48,1,34,0
22,49,1,34,12.9907621247113
22,50,1,34,12.7357032457496
22,51,1,34,5.20335913057797
22,52,1,34,3.81030701754386
22,53,1,34,0
23,1,0,0,13.272410791993
23,2,0,0,7.91346824842987
23,3,0,0,14.7478135857194
23,4,0,0,16.6358215093564
23,5,0,0,14.7086733725565
23,6,0,0,2.66412497675284
23,7,0,0,11.3046771444802
23,8,0,0,14.8883954657006
23,9,0,0,9.12356859516503
23,10,0,0,4.77627607925469
23,11,0,0,5.33333333333333
23,12,0,0,14.7179757511861
23,13,0,0,9.83046392430017
23,14,0,0,10.6585200271555
23,15,0,0,9.46961325966851
23,16,0,0,9.77974496785752
23,17,0,0,13.9452054794521
23,18,0,0,9.82707718262337
23,19,0,0,17.6596758817922
23,20,0,0,21.524972909073
23,21,0,0,9.70258961890761
23,22,0,0,6.645056726094
23,23,0,0,11.6791116216734
23,24,0,0,8.16444224748723
23,25,0,0,13.9452054794521
23,26,0,0,9.63985919306797
23,27,0,0,0
23,28,0,0,9.63985919306797
23,29,0,0,11.6791116216734
23,30,0,0,6.645056726094
23,31,0,0,0
23,32,0,0,8.48024707244885
23,33,0,0,7.00979715744446
23,34,0,0,7.38084430322288
23,35,0,0,11.5815384615385
23,36,0,0,5.66920565832427
23,37,0,0,14.3648404575557
23,38,0,0,5.5231776203712
23,39,0,0,13.2163742690058
23,40,0,0,4.59747238531197
23,41,0,0,5.5231776203712
23,42,0,0,9.43097997892519
23,43,0,0,16.0400732521814
23,44,0,0,5.66920565832427
23,45,0,0,11.0579479000532
23,46,0,0,13.2163742690058
23,47,0,0,11.0579479000532
23,48,0,0,6.20423703992971
23,49,0,0,13.4485896269336
23,50,0,0,6.99300699300699
23,51,0,0,6.99300699300699
23,52,0,0,2.92397660818713
23,53,0,0,1.61103607949064
25,1,0,0,5.11015911872705
25,2,0,0,1.14421747811396
25,3,0,0,5.75388492230155
25,4,0,0,9.5911727259867
25,5,0,0,2.35895282094358
25,6,0,0,0
25,7,0,0,4.02874784897257
25,8,0,0,1.55361236098141
25,9,0,0,7.10457434874735
25,10,0,0,3.9566035893208
25,11,0,0,3.28403307888041
25,12,0,0,5.36763216528256
25,13,0,0,3.03922599642444
25,14,0,0,3.3096926713948
25,15,0,0,4.59665697674419
25,16,0,0,3.78652764439566
25,17,0,0,10.2497285559175
25,18,0,0,2.06269369506681
25,19,0,0,0
25,20,0,0,8.30544569516276
25,21,0,0,3.61111111111111
25,22,0,0,0
25,23,0,0,6.97845851421083
25,24,0,0,7.39660632964587
25,25,0,0,5.47729287754901
25,26,0,0,14.9818253266529
25,27,0,0,12.2748956554778
25,28,0,0,7.28779898108972
25,29,0,0,2.31280940594059
25,30,0,0,10.2877978903503
25,31,0,0,3.50765711380822
25,32,0,0,3.04749260756744
25,33,0,0,3.51288056206089
25,34,0,0,7.28779898108972
25,35,0,0,12.2748956554778
25,36,0,0,7.27580191913486
25,37,0,0,2.72825176498744
25,38,0,0,3.17650824131861
25,39,0,0,0
25,40,0,0,7.00363396101751
25,41,0,0,4.13642947761629
